X,Y,Z,Theta,Phi,Extrude
29.8005353438278,376.377754671514,50,1.5707963267949,0,1
28.8060233744357,374.134171618254,50,1.5707963267949,0,1
27.922796740849,371.844492669611,50,1.5707963267949,0,1
27.1529832133896,369.514233862723,50,1.5707963267949,0,1
26.4984373402728,367.149008995163,50,1.5707963267949,0,1
25.9607359798385,364.754516100806,50,1.5707963267949,0,1
25.5411745017609,362.336523722768,50,1.5707963267949,0,1
25.2407636663902,359.900857016478,50,1.5707963267949,0,1
25.0602271897414,357.453383716371,50,1.5707963267949,0,1
25,355,50,1.5707963267949,0,1
25.0602271897414,352.546616283629,50,1.5707963267949,0,1
25.2407636663902,350.099142983522,50,1.5707963267949,0,1
25.5411745017609,347.663476277232,50,1.5707963267949,0,1
25.9607359798385,345.245483899194,50,1.5707963267949,0,1
26.4984373402728,342.850991004837,50,1.5707963267949,0,1
27.1529832133896,340.485766137277,50,1.5707963267949,0,1
27.922796740849,338.155507330389,50,1.5707963267949,0,1
28.8060233744357,335.865828381746,50,1.5707963267949,0,1
29.8005353438278,333.622245328486,50,1.5707963267949,0,1
30.9039367825822,331.4301631587,50,1.5707963267949,0,1
32.1135694999864,329.294862790339,50,1.5707963267949,0,1
33.4265193848727,327.22148834902,50,1.5707963267949,0,1
34.8396234259678,325.215034775378,50,1.5707963267949,0,1
36.3494773318631,323.280335791818,50,1.5707963267949,0,1
37.952443732252,321.422052257649,50,1.5707963267949,0,1
39.6446609406726,319.644660940673,50,1.5707963267949,0,1
41.4220522576491,317.952443732252,50,1.5707963267949,0,1
43.2803357918177,316.349477331863,50,1.5707963267949,0,1
45.2150347753783,314.839623425968,50,1.5707963267949,0,1
47.2214883490199,313.426519384873,50,1.5707963267949,0,1
49.2948627903389,312.113569499986,50,1.5707963267949,0,1
51.4301631587001,310.903936782582,50,1.5707963267949,0,1
53.6222453284859,309.800535343828,50,1.5707963267949,0,1
55.8658283817455,308.806023374436,50,1.5707963267949,0,1
58.155507330389,307.922796740849,50,1.5707963267949,0,1
60.4857661372769,307.15298321339,50,1.5707963267949,0,1
62.8509910048368,306.498437340273,50,1.5707963267949,0,1
65.2454838991936,305.960735979838,50,1.5707963267949,0,1
67.6634762772319,305.541174501761,50,1.5707963267949,0,1
70.099142983522,305.24076366639,50,1.5707963267949,0,1
72.5466162836291,305.060227189741,50,1.5707963267949,0,1
75,305,50,1.5707963267949,0,1
77.4533837163709,305.060227189741,50,1.5707963267949,0,1
79.900857016478,305.24076366639,50,1.5707963267949,0,1
82.336523722768,305.541174501761,50,1.5707963267949,0,1
84.7545161008064,305.960735979838,50,1.5707963267949,0,1
87.1490089951632,306.498437340273,50,1.5707963267949,0,1
89.5142338627231,307.15298321339,50,1.5707963267949,0,1
91.844492669611,307.922796740849,50,1.5707963267949,0,1
94.1341716182545,308.806023374436,50,1.5707963267949,0,1
96.3777546715141,309.800535343828,50,1.5707963267949,0,1
98.5698368412999,310.903936782582,50,1.5707963267949,0,1
100.705137209661,312.113569499986,50,1.5707963267949,0,1
102.77851165098,313.426519384873,50,1.5707963267949,0,1
104.784965224622,314.839623425968,50,1.5707963267949,0,1
106.719664208182,316.349477331863,50,1.5707963267949,0,1
108.577947742351,317.952443732252,50,1.5707963267949,0,1
110.355339059327,319.644660940673,50,1.5707963267949,0,1
112.047556267748,321.422052257649,50,1.5707963267949,0,1
113.650522668137,323.280335791818,50,1.5707963267949,0,1
115.160376574032,325.215034775378,50,1.5707963267949,0,1
116.573480615127,327.22148834902,50,1.5707963267949,0,1
117.886430500014,329.294862790339,50,1.5707963267949,0,1
119.096063217418,331.4301631587,50,1.5707963267949,0,1
120.199464656172,333.622245328486,50,1.5707963267949,0,1
121.193976625564,335.865828381745,50,1.5707963267949,0,1
122.077203259151,338.155507330389,50,1.5707963267949,0,1
122.84701678661,340.485766137277,50,1.5707963267949,0,1
123.501562659727,342.850991004837,50,1.5707963267949,0,1
124.039264020162,345.245483899194,50,1.5707963267949,0,1
124.458825498239,347.663476277232,50,1.5707963267949,0,1
124.75923633361,350.099142983522,50,1.5707963267949,0,1
124.939772810259,352.546616283629,50,1.5707963267949,0,1
125,355,50,1.5707963267949,0,1
125,355,50,1.5707963267949,0,0
